75,FF0A,2006,2D06,3B06,8206
0C,1B74,062D,063A,0681,0676
0C,1B75,062E,063B,0681,0676
0C,1B76,062C,0639,0681,0675
0C,1B77,062B,0638,067F,0673
0C,1B78,062C,0639,067F,0674
0C,1B79,062D,063A,0681,0675
0C,1B7A,062C,063A,0681,0675
0C,1B7B,062D,0639,0680,0675
0C,1B7C,062C,0637,067F,0674
0C,1B7D,062C,0639,0680,0674
0C,1B7E,062E,063B,0681,0675
0C,1B7F,062D,063A,0680,0675
0C,1B80,062D,0639,0680,0674
0C,1B81,062C,0638,0680,0673
0C,1B82,062C,0638,067F,0673
0C,1B83,062E,063B,0680,0675
0C,1B84,062E,063A,0681,0676
0C,1B85,062D,0639,0680,0675
0C,1B86,062C,0637,067F,0674
0C,1B87,062C,0638,067F,0674
0C,1B88,062E,063B,0682,0676
0C,1B89,062D,063B,0681,0676
0C,1B8A,062D,063A,0681,0675
0C,1B8B,062C,0638,0680,0674
0C,1B8C,062C,0638,067F,0674
0C,1B8D,062D,063B,0680,0675
0C,1B8E,062E,063B,0680,0675
0C,1B8F,062D,063A,0680,0674
0C,1B90,062B,0638,067F,0672
0C,1B91,062B,0638,067F,0673
0C,1B92,062E,063B,0680,0675
0C,1B93,062E,063B,0681,0675
0C,1B94,062D,0639,0680,0673
0C,1B95,062B,0637,067F,0674
0C,1B96,062C,0638,0680,0673
0C,1B97,062D,063A,0681,0675
0C,1B98,062D,063A,0681,0676
0C,1B99,062D,063A,0680,0674
0C,1B9A,062B,0638,067F,0673
0C,1B9B,062B,0639,0680,0673
0C,1B9C,062E,063B,0681,0675
0C,1B9D,062E,063B,0681,0675
0C,1B9E,062D,063A,0680,0674
0C,1B9F,062B,0638,067F,0673
0C,1BA0,062B,0638,067F,0673
0C,1BA1,062E,063C,0682,0676
0C,1BA2,062F,063C,0682,0676
0C,1BA3,062D,063A,0681,0676
0C,1BA4,062B,0638,0680,0674
0C,1BA5,062C,0638,067F,0673
0C,1BA6,062D,063A,0681,0675
0C,1BA7,062D,063A,0680,0675
0C,1BA8,062C,0638,0680,0674
0C,1BA9,062B,0638,067F,0673
0C,1BAA,062B,0638,067F,0673
0C,1BAB,062D,063A,0681,0675
0C,1BAC,062E,063B,0681,0675
0C,1BAD,062D,063A,0680,0675
0C,1BAE,062C,0638,0680,0673
0C,1BAF,062C,0639,067F,0673
0C,1BB0,062E,063B,0681,0676
0C,1BB1,062E,063B,0681,0675
0C,1BB2,062D,0639,0681,0674
0C,1BB3,062B,0638,0680,0674
0C,1BB4,062B,0638,067F,0673
0C,1BB5,062D,063B,0681,0675
0C,1BB6,062E,063B,0680,0675
0C,1BB7,062D,063A,0681,0674
0C,1BB8,062C,0639,0680,0674
0C,1BB9,062B,0639,0680,0674
0C,1BBA,062E,063B,0681,0676
0C,1BBB,062E,063B,0681,0676
0C,1BBC,062C,063A,0680,0674
0C,1BBD,062B,0638,0680,0673
0C,1BBE,062C,0638,0680,0674
0C,1BBF,062E,063B,0682,0676
0C,1BC0,062E,063C,0681,0675
0C,1BC1,062C,0639,0681,0675
0C,1BC2,062B,0638,067F,0673
0C,1BC3,062B,0638,067F,0673
0C,1BC4,062D,063A,0681,0676
0C,1BC5,062D,063A,0681,0675
0C,1BC6,062C,0638,0680,0675
0C,1BC7,062B,0637,067F,0673
0C,1BC8,062B,0637,067F,0673
0C,1BC9,062D,063B,0681,0675
0C,1BCA,062D,063B,0681,0675
0C,1BCB,062D,0639,0681,0675
0C,1BCC,062C,0639,0680,0673
0C,1BCD,062B,0638,067F,0674
0C,1BCE,062D,063B,0681,0675
0C,1BCF,062E,063B,0681,0675
0C,1BD0,062D,063A,0681,0675
0C,1BD1,062C,0638,0680,0674
0C,1BD2,062C,0639,067F,0673
0C,1BD3,062E,063B,0681,0675
0C,1BD4,062E,063B,0681,0676
0C,1BD5,062D,063A,0681,0675
0C,1BD6,062C,0638,067F,0674
0C,1BD7,062B,0638,067F,0674
0C,1BD8,062E,063B,0680,0675
0C,1BD9,062E,063B,0681,0675
0C,1BDA,062D,063A,0681,0675
0C,1BDB,062C,0639,0680,0673
0C,1BDC,062B,0638,067F,0673
0C,1BDD,062E,063B,0681,0675
0C,1BDE,062E,063B,0681,0676
0C,1BDF,062D,063A,0680,0675
0C,1BE0,062B,0638,067F,0673
0C,1BE1,062C,0639,0680,0673
0C,1BE2,062E,063B,0682,0676
0C,1BE3,062E,063B,0681,0676
0C,1BE4,062D,063A,0681,0675
0C,1BE5,062B,0638,067F,0673
0C,1BE6,062C,0638,067F,0673
0C,1BE7,062D,063B,0681,0676
0C,1BE8,062E,063B,0681,0676
0C,1BE9,062D,063A,0680,0674
0C,1BEA,062B,0638,067F,0673
0C,1BEB,062B,0638,067F,0673
0C,1BEC,062D,063A,0680,0675
0C,1BED,062E,063B,0681,0675
0C,1BEE,062E,063A,0681,0675
0C,1BEF,062C,0638,0680,0674
0C,1BF0,062B,0638,0680,0674
0C,1BF1,062D,063B,0681,0675
0C,1BF2,062D,063B,0681,0676
0C,1BF3,062C,0639,0680,0674
0C,1BF4,062B,0638,067F,0672
0C,1BF5,062B,0637,067F,0673
0C,1BF6,062E,063B,0681,0675
0C,1BF7,062E,063C,0681,0675
0C,1BF8,062D,063A,0681,0675
0C,1BF9,062C,0639,0681,0674
0C,1BFA,062C,0638,067F,0673
0C,1BFB,062E,063B,0681,0676
0C,1BFC,062E,063C,0682,0676
0C,1BFD,062D,063A,0681,0675
0C,1BFE,062B,0638,0680,0674
0C,1BFF,062B,0638,0680,0674
0C,1C00,062E,063B,0681,0675
0C,1C01,062E,063B,0681,0676
0C,1C02,062D,0639,0680,0674
0C,1C03,062B,0638,067F,0672
0C,1C04,062B,0638,067F,0673
0C,1C05,062D,063A,0681,0675
0C,1C06,062E,063B,0681,0675
0C,1C07,062D,0639,0680,0674
0C,1C08,062B,0638,0680,0674
0C,1C09,062C,0639,067F,0673
0C,1C0A,062E,063B,0681,0676
0C,1C0B,062E,063B,0681,0676
0C,1C0C,062C,0639,0681,0674
0C,1C0D,062B,0638,067F,0673
0C,1C0E,062B,0638,067F,0673
0C,1C0F,062E,063B,0681,0675
0C,1C10,062E,063B,0681,0676
0C,1C11,062C,0639,0681,0675
0C,1C12,062C,0638,067F,0673
0C,1C13,062C,0638,067F,0674
0C,1C14,062E,063B,0681,0676
0C,1C15,062E,063B,0681,0675
0C,1C16,062D,0639,0681,0675
0C,1C17,062C,0638,0680,0674
0C,1C18,062C,0639,0680,0673
0C,1C19,062D,063B,0681,0675
0C,1C1A,062D,063A,0681,0675
0C,1C1B,062C,0639,0680,0674
0C,1C1C,062C,0638,0680,0673
0C,1C1D,062B,0638,0680,0674
0C,1C1E,062D,063B,0681,0675
0C,1C1F,062D,063B,0681,0675
0C,1C20,062C,063A,0680,0674
0C,1C21,062B,0638,0680,0673
0C,1C22,062C,0639,0680,0674
0C,1C23,062F,063B,0682,0676
0C,1C24,062F,063C,0681,0676
0C,1C25,062D,063A,0681,0675
0C,1C26,062C,0639,0680,0674
0C,1C27,062C,063A,0680,0674
0C,1C28,062D,063B,0681,0676
0C,1C29,062D,063B,0681,0676
0C,1C2A,062D,0639,0680,0674
0C,1C2B,062C,0638,067F,0673
0C,1C2C,062B,0638,0680,0673
0C,1C2D,062D,063B,0681,0675
0C,1C2E,062E,063B,0681,0675
0C,1C2F,062C,0639,0681,0674
0C,1C30,062B,0638,067F,0672
0C,1C31,062B,0638,0680,0673
0C,1C32,062E,063C,0681,0676
0C,1C33,062F,063C,0681,0676
0C,1C34,062D,0639,0681,0675
0C,1C35,062C,0637,067F,0674
0C,1C36,062B,0638,0680,0673
0C,1C37,062D,063B,0681,0675
0C,1C38,062D,063B,0681,0675
0C,1C39,062D,063A,0681,0675
0C,1C3A,062C,0638,0680,0674
0C,1C3B,062C,0639,0680,0674
0C,1C3C,062E,063C,0681,0676
0C,1C3D,062E,063C,0681,0675
0C,1C3E,062D,063A,0681,0675
0C,1C3F,062C,0638,0680,0673
0C,1C40,062B,0638,067F,0673
0C,1C41,062E,063B,0681,0676
0C,1C42,062E,063C,0681,0676
0C,1C43,062D,0639,0681,0675
0C,1C44,062B,0638,067F,0673
0C,1C45,062B,0639,067F,0673
0C,1C46,062E,063B,0681,0676
0C,1C47,062E,063B,0681,0676
0C,1C48,062D,063A,0680,0674
0C,1C49,062C,0638,067F,0673
0C,1C4A,062C,0639,0680,0674
0C,1C4B,062E,063B,0682,0676
0C,1C4C,062E,063B,0682,0676
0C,1C4D,062D,0639,0681,0675
0C,1C4E,062B,0638,0680,0674
0C,1C4F,062C,0638,067F,0673
0C,1C50,062E,063B,0681,0675
0C,1C51,062D,063B,0681,0676
0C,1C52,062E,0639,0680,0675
0C,1C53,062B,0638,067F,0673
0C,1C54,062B,0638,067F,0674
0C,1C55,062E,063B,0681,0676
0C,1C56,062E,063B,0681,0676
0C,1C57,062D,0639,0681,0675
0C,1C58,062C,0638,0680,0673
0C,1C59,062C,0638,0680,0674
0C,1C5A,062E,063B,0681,0676
0C,1C5B,062E,063B,0681,0675
0C,1C5C,062D,063A,0681,0674
0C,1C5D,062C,0639,0680,0674
0C,1C5E,062C,0639,067F,0673
0C,1C5F,062E,063B,0681,0676
0C,1C60,062D,063C,0682,0676
0C,1C61,062C,0639,0681,0675
0C,1C62,062B,0638,0680,0674
0C,1C63,062B,0639,0680,0673
0C,1C64,062E,063B,0681,0675
0C,1C65,062F,063B,0681,0676
0C,1C66,062D,063A,0680,0675
0C,1C67,062D,0639,067F,0673
0C,1C68,062C,0638,067F,0674
0C,1C69,062E,063B,0681,0675
0C,1C6A,062D,063B,0681,0675
0C,1C6B,062C,063A,0680,0674
0C,1C6C,062B,0638,0680,0673
0C,1C6D,062B,0638,067F,0673
0C,1C6E,062E,063B,0681,0676
0C,1C6F,062D,063B,0681,0676
0C,1C70,062D,0639,0680,0675
0C,1C71,062C,0638,067F,0674
0C,1C72,062C,0638,067F,0673
0C,1C73,062D,063A,0681,0675
0C,1C74,062E,063B,0681,0676
0C,1C75,062D,0639,0681,0675
0C,1C76,062C,0638,067F,0673
0C,1C77,062B,0638,067F,0673
0C,1C78,062D,063B,0681,0675
0C,1C79,062E,063B,0680,0675
0C,1C7A,062C,0639,0681,0675
0C,1C7B,062B,0638,0680,0673
0C,1C7C,062C,0638,067F,0673
0C,1C7D,062E,063B,0681,0675
0C,1C7E,062E,063C,0682,0676
0C,1C7F,062D,063A,0680,0674
0C,1C80,062C,0637,0680,0673
0C,1C81,062B,0638,0680,0673
0C,1C82,062E,063B,0681,0675
0C,1C83,062D,063B,0681,0676
0C,1C84,062C,063A,0681,0674
0C,1C85,062B,0638,067F,0672
0C,1C86,062B,0638,067F,0673
0C,1C87,062E,063B,0680,0675
0C,1C88,062E,063B,0681,0675
0C,1C89,062D,063A,0680,0675
0C,1C8A,062B,0638,0680,0673
0C,1C8B,062C,0638,067F,0673
0C,1C8C,062E,063A,0681,0676
0C,1C8D,062E,063B,0682,0676
0C,1C8E,062D,063A,0681,0676
0C,1C8F,062C,0638,0680,0675
0C,1C90,062B,0639,0681,0675
0C,1C91,062E,063B,0681,0676
0C,1C92,062E,063B,0681,0677
0C,1C93,062D,063A,0680,0675
0C,1C94,062C,0638,0680,0673
0C,1C95,062C,0638,067F,0673
0C,1C96,062D,063B,0682,0675
0C,1C97,062E,063B,0681,0675
0C,1C98,062C,0639,0680,0675
0C,1C99,062B,0638,0680,0674
0C,1C9A,062C,0639,0680,0673
0C,1C9B,062E,063B,0681,0675
0C,1C9C,062E,063B,0681,0676
0C,1C9D,062D,0639,0680,0675
0C,1C9E,062C,0638,0680,0674
0C,1C9F,062B,0638,0680,0674
0C,1CA0,062D,063B,0682,0676
0C,1CA1,062E,063B,0681,0676
0C,1CA2,062D,063A,0681,0674
0C,1CA3,062C,0639,0680,0673
0C,1CA4,062B,0638,067F,0673
0C,1CA5,062E,063B,0681,0675
0C,1CA6,062E,063C,0680,0675
0C,1CA7,062D,063A,0680,0674
0C,1CA8,062B,0638,0680,0673
0C,1CA9,062B,0638,0680,0673
0C,1CAA,062D,063B,0681,0676
0C,1CAB,062D,063C,0682,0676
0C,1CAC,062D,063A,0681,0674
0C,1CAD,062B,0638,0680,0673
0C,1CAE,062B,0638,0680,0673
0C,1CAF,062E,063A,0681,0676
0C,1CB0,062E,063B,0681,0676
0C,1CB1,062D,063A,0680,0675
0C,1CB2,062B,0638,0680,0673
0C,1CB3,062B,0638,067F,0673
0C,1CB4,062E,063B,0681,0675
0C,1CB5,062E,063B,0680,0675
0C,1CB6,062E,063A,0680,0675
0C,1CB7,062C,0638,067F,0673
0C,1CB8,062C,0639,067F,0673
0C,1CB9,062E,063A,0681,0675
0C,1CBA,062D,063B,0681,0676
0C,1CBB,062C,0639,0681,0675
0C,1CBC,062B,0638,0680,0673
0C,1CBD,062B,0637,0680,0674
0C,1CBE,062D,063B,0682,0675
0C,1CBF,062E,063B,0681,0676
0C,1CC0,062C,0639,0681,0675
0C,1CC1,062C,0639,0680,0673
0C,1CC2,062C,0638,067F,0673
0C,1CC3,062E,063B,0681,0675
0C,1CC4,062E,063C,0681,0675
0C,1CC5,062D,063A,0680,0674
0C,1CC6,062B,0638,0680,0673
0C,1CC7,062B,0638,0680,0673
0C,1CC8,062E,063B,0681,0676
0C,1CC9,062E,063B,0681,0676
0C,1CCA,062D,0639,0681,0675
0C,1CCB,062C,0638,0680,0673
0C,1CCC,062B,0638,0680,0674
0C,1CCD,062E,063B,0682,0676
0C,1CCE,062E,063B,0681,0676
0C,1CCF,062C,063A,0681,0675
0C,1CD0,062C,0638,0680,0673
0C,1CD1,062B,0638,067F,0673
0C,1CD2,062D,063A,0681,0675
0C,1CD3,062E,063C,0681,0675
0C,1CD4,062D,063A,0681,0674
0C,1CD5,062C,0638,0680,0673
0C,1CD6,062B,0639,067F,0673
0C,1CD7,062E,063B,0682,0675
0C,1CD8,062D,063B,0682,0676
0C,1CD9,062D,063A,0681,0674
0C,1CDA,062C,0639,0680,0673
0C,1CDB,062B,0638,067F,0673
0C,1CDC,062E,063B,0681,0675
0C,1CDD,062E,063B,0681,0676
0C,1CDE,062D,063A,0681,0674
0C,1CDF,062C,0639,067F,0673
0C,1CE0,062C,0638,067F,0673
0C,1CE1,062D,063B,0681,0675
0C,1CE2,062D,063B,0681,0675
0C,1CE3,062C,0639,0681,0674
0C,1CE4,062A,0637,0680,0673
0C,1CE5,062B,0638,067F,0673
0C,1CE6,062D,063B,0681,0675
0C,1CE7,062E,063B,0681,0676
0C,1CE8,062D,063A,0681,0675
0C,1CE9,062C,0638,0680,0674
0C,1CEA,062B,0638,067F,0673
0C,1CEB,062E,063B,0681,0675
0C,1CEC,062E,063B,0681,0676
0C,1CED,062D,063A,0681,0675
0C,1CEE,062B,0639,0680,0674
0C,1CEF,062C,0638,067F,0674
0C,1CF0,062F,063B,0681,0676
0C,1CF1,062E,063C,0682,0676
0C,1CF2,062D,063A,0680,0674
0C,1CF3,062B,0638,0680,0674
0C,1CF4,062B,0638,0680,0673
0C,1CF5,062E,063B,0681,0675
0C,1CF6,062E,063B,0681,0676
0C,1CF7,062D,063A,0680,0675
0C,1CF8,062C,0638,067F,0673
0C,1CF9,062B,0637,067F,0673
0C,1CFA,062D,063A,0681,0676
0C,1CFB,062E,063A,0681,0676
0C,1CFC,062C,0639,0681,0675
0C,1CFD,062B,0638,0680,0674
0C,1CFE,062C,0638,067F,0673
0C,1CFF,062D,063B,0681,0676
0C,1D00,062E,063C,0681,0675
0C,1D01,062D,063A,0680,0674
0C,1D02,062B,0638,0680,0673
0C,1D03,062B,0639,067F,0672
0C,1D04,062D,063B,0681,0675
0C,1D05,062E,063B,0681,0676
0C,1D06,062D,063A,0680,0675
0C,1D07,062C,0639,0680,0673
0C,1D08,062B,0637,067F,0674
0C,1D09,062E,063C,0681,0676
0C,1D0A,062E,063B,0681,0676
0C,1D0B,062D,0639,0682,0675
0C,1D0C,062C,0639,0680,0674
0C,1D0D,062C,0638,067F,0674
0C,1D0E,062E,063C,0681,0676
0C,1D0F,062E,063C,0681,0675
0C,1D10,062D,063A,0680,0675
0C,1D11,062B,0638,0680,0673
0C,1D12,062B,0638,0680,0672
0C,1D13,062D,063B,0681,0675
0C,1D14,062E,063B,0681,0676
0C,1D15,062D,063A,0680,0675
0C,1D16,062C,0638,0680,0674
0C,1D17,062B,0637,0680,0674
0C,1D18,062E,063B,0681,0676
0C,1D19,062E,063B,0681,0676
0C,1D1A,062D,063A,0681,0674
0C,1D1B,062C,0639,0680,0673
0C,1D1C,062C,0638,067F,0673
0C,1D1D,062F,063B,0680,0676
0C,1D1E,062F,063C,0681,0676
0C,1D1F,062D,063A,0680,0675
0C,1D20,062C,0638,0680,0673
0C,1D21,062B,0638,0680,0673
0C,1D22,062E,063B,0681,0675
0C,1D23,062E,063C,0681,0676
0C,1D24,062D,063A,0681,0674
0C,1D25,062C,0639,0680,0673
0C,1D26,062B,0638,0680,0673
0C,1D27,062D,063B,0681,0675
0C,1D28,062E,063C,0681,0676
0C,1D29,062D,063A,0681,0675
0C,1D2A,062C,0639,0680,0673
0C,1D2B,062C,0638,067F,0674
0C,1D2C,062E,063B,0681,0675
0C,1D2D,062E,063B,0681,0676
0C,1D2E,062D,0639,0681,0675
0C,1D2F,062B,0637,0680,0674
0C,1D30,062B,0638,0680,0673
0C,1D31,062D,063B,0681,0675
0C,1D32,062D,063B,0682,0676
0C,1D33,062D,063A,0680,0675
0C,1D34,062C,0638,067F,0674
0C,1D35,062B,0637,067F,0673
0C,1D36,062E,063B,0681,0675
0C,1D37,062E,063B,0681,0676
0C,1D38,062D,063A,0681,0675
0C,1D39,062B,0638,0680,0673
0C,1D3A,062B,0638,067F,0673
0C,1D3B,062D,063A,0681,0675
0C,1D3C,062E,063B,0681,0676
0C,1D3D,062D,0639,0680,0675
0C,1D3E,062B,0638,0680,0674
0C,1D3F,062B,0638,067F,0673
0C,1D40,062E,063B,0681,0675
0C,1D41,062E,063B,0681,0676
0C,1D42,062D,063A,0680,0675
0C,1D43,062C,0639,0680,0673
0C,1D44,062B,0638,0680,0673
0C,1D45,062E,063B,0681,0675
0C,1D46,062E,063B,0681,0676
0C,1D47,062D,063A,0680,0675
0C,1D48,062C,0638,067F,0673
0C,1D49,062C,0638,067F,0673
0C,1D4A,062E,063B,0681,0676
0C,1D4B,062E,063B,0682,0676
0C,1D4C,062D,063A,0681,0675
0C,1D4D,062C,0638,0680,0674
0C,1D4E,062C,0638,067F,0673
0C,1D4F,062D,063B,0681,0675
0C,1D50,062E,063B,0681,0676
0C,1D51,062D,063A,0681,0675
0C,1D52,062C,0638,0680,0674
0C,1D53,062B,0638,067F,0673
0C,1D54,062D,063B,0681,0675
0C,1D55,062E,063C,0682,0676
0C,1D56,062D,063A,0681,0675
0C,1D57,062C,0638,0680,0673
0C,1D58,062C,0637,067F,0673
0C,1D59,062D,063B,0681,0675
0C,1D5A,062E,063B,0681,0676
0C,1D5B,062D,0639,0680,0675
0C,1D5C,062C,0638,0680,0674
0C,1D5D,062C,0638,067F,0673
0C,1D5E,062D,063B,0681,0675
0C,1D5F,062E,063B,0682,0676
0C,1D60,062D,063A,0680,0674
0C,1D61,062C,0638,0680,0674
0C,1D62,062A,0637,067F,0673
0C,1D63,062D,063A,0681,0675
0C,1D64,062E,063B,0681,0676
0C,1D65,062C,063A,0681,0675
0C,1D66,062B,0638,0680,0673
0C,1D67,062B,0637,067F,0673
0C,1D68,062E,063B,0681,0675
0C,1D69,062E,063C,0681,0675
0C,1D6A,062D,063A,0680,0675
0C,1D6B,062C,0639,0680,0673
0C,1D6C,062C,0638,067F,0672
0C,1D6D,062D,063A,0681,0675
0C,1D6E,062E,063B,0681,0675
0C,1D6F,062D,063A,0680,0675
0C,1D70,062C,0638,0680,0673
0C,1D71,062B,0638,067F,0672
0C,1D72,062D,063B,0681,0675
0C,1D73,062E,063B,0681,0676
0C,1D74,062C,063A,0681,0675
0C,1D75,062C,0639,0680,0674
0C,1D76,062B,0637,067F,0673
0C,1D77,062D,063B,0681,0675
0C,1D78,062E,063B,0681,0676
0C,1D79,062D,063A,0680,0675
0C,1D7A,062C,0638,0680,0673
0C,1D7B,062B,0637,067F,0673
0C,1D7C,062D,063B,0681,0675
0C,1D7D,062D,063B,0681,0675
0C,1D7E,062D,063A,0681,0674
0C,1D7F,062C,0638,0680,0673
0C,1D80,062B,0638,067F,0673
0C,1D81,062D,063B,0680,0675
0C,1D82,062E,063B,0681,0675
0C,1D83,062D,063A,0681,0674
0C,1D84,062C,0638,0680,0674
0C,1D85,062B,0637,067F,0673
0C,1D86,062D,063B,0681,0675
0C,1D87,062E,063B,0681,0676
0C,1D88,062D,063A,0681,0675
0C,1D89,062C,0638,0680,0674
0C,1D8A,062B,0638,067F,0673
0C,1D8B,062D,063A,0681,0676
0C,1D8C,062E,063B,0682,0676
0C,1D8D,062E,063A,0680,0674
0C,1D8E,062C,0638,0680,0674
0C,1D8F,062B,0638,067F,0673
0C,1D90,062E,063A,0680,0675
0C,1D91,062E,063B,0681,0676
0C,1D92,062D,063B,0681,0674
0C,1D93,062C,0638,0680,0673
0C,1D94,062B,0638,067F,0672
0C,1D95,062D,063A,0681,0675
0C,1D96,062E,063B,0681,0676
0C,1D97,062D,063A,0680,0675
0C,1D98,062C,0639,0680,0673
0C,1D99,062B,0637,067F,0673
0C,1D9A,062C,063A,0681,0675
0C,1D9B,062D,063B,0681,0675
0C,1D9C,062D,063A,0680,0675
0C,1D9D,062C,0638,067F,0674
0C,1D9E,062B,0638,067F,0673
0C,1D9F,062D,063A,0681,0675
0C,1DA0,062D,063B,0681,0676
0C,1DA1,062D,063A,0681,0674
0C,1DA2,062C,0639,0680,0673
0C,1DA3,062A,0637,067F,0673
0C,1DA4,062D,063A,0681,0675
0C,1DA5,062E,063B,0681,0675
0C,1DA6,062D,063A,0681,0675
0C,1DA7,062C,0638,0680,0673
0C,1DA8,062B,0637,067F,0672
0C,1DA9,062C,063A,0681,0675
0C,1DAA,062E,063C,0681,0675
0C,1DAB,062D,063A,0680,0675
0C,1DAC,062C,0639,0680,0673
0C,1DAD,062C,0639,067F,0672
0C,1DAE,062D,063A,0681,0675
0C,1DAF,062E,063B,0681,0675
0C,1DB0,062D,063A,0680,0674
0C,1DB1,062C,0638,0680,0674
0C,1DB2,062B,0637,067F,0673
0C,1DB3,062D,063A,0680,0675
0C,1DB4,062E,063B,0681,0676
0C,1DB5,062D,063A,0681,0675
0C,1DB6,062C,0639,0680,0674
0C,1DB7,062B,0638,067F,0673
0C,1DB8,062D,063A,0680,0675
0C,1DB9,062E,063B,0681,0676
0C,1DBA,062E,063A,0680,0675
0C,1DBB,062C,0638,0680,0674
0C,1DBC,062B,0638,067F,0673
0C,1DBD,062D,063A,0681,0675
0C,1DBE,062D,063B,0682,0676
0C,1DBF,062D,063B,0680,0674
0C,1DC0,062C,0639,0680,0673
0C,1DC1,062B,0638,067F,0673
0C,1DC2,062E,063A,0680,0675
0C,1DC3,062E,063B,0681,0676
0C,1DC4,062D,063A,0680,0675
0C,1DC5,062C,0639,0680,0673
0C,1DC6,062B,0637,067F,0673
0C,1DC7,062D,063A,0681,0675
0C,1DC8,062E,063B,0681,0676
0C,1DC9,062D,0639,0681,0675
0C,1DCA,062C,0639,0680,0674
0C,1DCB,062B,0638,067F,0673
0C,1DCC,062D,0639,0680,0675
0C,1DCD,062E,063B,0681,0675
0C,1DCE,062D,063A,0680,0674
0C,1DCF,062C,0638,0680,0674
0C,1DD0,062B,0638,067F,0673
0C,1DD1,062D,063A,0680,0675
0C,1DD2,062D,063A,0681,0675
0C,1DD3,062D,063A,0680,0674
0C,1DD4,062B,0639,0680,0674
0C,1DD5,062B,0638,067F,0673
0C,1DD6,062C,063A,0681,0674
0C,1DD7,062E,063B,0681,0675
0C,1DD8,062D,063A,0680,0675
0C,1DD9,062C,0638,0680,0674
0C,1DDA,062B,0637,067F,0672
0C,1DDB,062D,0639,0680,0675
0C,1DDC,062D,063C,0681,0675
0C,1DDD,062D,063A,0680,0674
0C,1DDE,062B,0638,0680,0674
0C,1DDF,062B,0638,067F,0673
0C,1DE0,062D,0639,0681,0675
0C,1DE1,062E,063B,0681,0676
0C,1DE2,062D,063B,0681,0675
0C,1DE3,062C,0639,0680,0674
0C,1DE4,062C,0637,067F,0673
0C,1DE5,062D,063A,0680,0675
0C,1DE6,062E,063B,0681,0676
0C,1DE7,062C,063A,0681,0675
0C,1DE8,062B,0639,0681,0674
0C,1DE9,062B,0637,067F,0673
0C,1DEA,062C,0639,0680,0675
0C,1DEB,062E,063B,0682,0675
0C,1DEC,062D,063A,0680,0675
0C,1DED,062C,0639,067F,0673
0C,1DEE,062C,0638,067F,0673
0C,1DEF,062D,0639,0680,0674
0C,1DF0,062E,063B,0681,0675
0C,1DF1,062D,063A,0680,0675
0C,1DF2,062C,0639,0680,0674
0C,1DF3,062A,0637,067F,0673
0C,1DF4,062D,0639,0680,0674
0C,1DF5,062E,063A,0681,0676
0C,1DF6,062D,063A,0681,0675
0C,1DF7,062C,0639,0680,0673
0C,1DF8,062C,0636,067E,0673
0C,1DF9,062C,063A,0680,0674
0C,1DFA,062E,063B,0681,0675
0C,1DFB,062D,063A,0680,0675
0C,1DFC,062C,0639,0680,0674
0C,1DFD,062B,0638,067F,0673
0C,1DFE,062D,063A,0680,0675
0C,1DFF,062E,063B,0681,0675
0C,1E00,062D,063B,0681,0674
0C,1E01,062C,0639,0680,0674
0C,1E02,062B,0637,067F,0673
0C,1E03,062D,063A,0680,0674
0C,1E04,062E,063B,0681,0676
0C,1E05,062D,063A,0681,0675
0C,1E06,062C,0638,0680,0674
0C,1E07,062B,0637,067F,0673
0C,1E08,062C,0639,0680,0675
0C,1E09,062E,063B,0681,0676
0C,1E0A,062D,063A,0681,0675
0C,1E0B,062C,0639,0680,0674
0C,1E0C,062B,0638,067F,0673
0C,1E0D,062D,0639,0680,0674
0C,1E0E,062E,063B,0681,0675
0C,1E0F,062D,063B,0680,0674
0C,1E10,062C,0638,0680,0674
0C,1E11,062A,0638,067F,0673
0C,1E12,062D,063A,0680,0674
0C,1E13,062E,063A,0681,0676
0C,1E14,062D,063A,0680,0675
0C,1E15,062C,0639,0680,0674
0C,1E16,062B,0637,067F,0673
0C,1E17,062C,0639,0680,0674
0C,1E18,062E,063B,0681,0675
0C,1E19,062D,063A,0680,0675
0C,1E1A,062C,0639,0680,0674
0C,1E1B,062B,0638,067F,0672
0C,1E1C,062D,063A,0680,0674
0C,1E1D,062E,063B,0681,0675
0C,1E1E,062D,063B,0680,0674
0C,1E1F,062C,0639,0680,0674
0C,1E20,062B,0638,067F,0672
0C,1E21,062C,0639,0680,0674
0C,1E22,062D,063B,0681,0676
0C,1E23,062D,063B,0681,0675
0C,1E24,062C,0638,0680,0674
0C,1E25,062B,0637,067F,0673
0C,1E26,062C,0639,0680,0674
0C,1E27,062E,063B,0681,0675
0C,1E28,062D,063A,0680,0675
0C,1E29,062C,0638,0680,0674
0C,1E2A,062B,0638,067F,0673
0C,1E2B,062C,0639,0680,0675
0C,1E2C,062E,063C,0681,0675
0C,1E2D,062D,063B,0680,0675
0C,1E2E,062C,0639,0680,0674
0C,1E2F,062B,0638,0680,0673
0C,1E30,062C,063A,0680,0674
0C,1E31,062E,063B,0681,0675
0C,1E32,062D,063A,0681,0675
0C,1E33,062C,0639,0680,0674
0C,1E34,062B,0637,067F,0673
0C,1E35,062C,0639,0680,0674
0C,1E36,062E,063C,0681,0675
0C,1E37,062D,063A,0681,0676
0C,1E38,062C,0639,0680,0674
0C,1E39,062B,0638,067F,0673
0C,1E3A,062C,0639,0680,0674
0C,1E3B,062E,063B,0681,0676
